text,protext,class
Vc ai que é do Islam vc vai morrer antes do carnaval.,Vc ai que é do Islam vc vai morrer antes do carnaval.,1
Vcs se ofendem com tudo não sabe brincar devolve as Barbie,Vcs se ofendem com tudo não sabe brincar devolve as Barbie,0
"#DiaDaMulher 
8 de Março
Feliz dia das mulheres que odeiam o feminismo!",#DiaDaMulher  8 de Março Feliz dia das mulheres que odeiam o feminismo!,1
"Calma sportinguistas, já podem respirar de alívio.
O Benfica ganhou ao Braga.
O vosso 3º lugar está quase garantido","Calma sportinguistas, já podem respirar de alívio. O Benfica ganhou ao Braga. O vosso 3º lugar está quase garantido",0
"Isto é cá um grande buraco!.. Como é que o #Sócrates anda cá fora?
@Lusa_noticias @rtppt @dn @fcancio _ https://t.co/UfbPKWk0wr",Isto é cá um grande buraco!.. Como é que o #Sócrates anda cá fora? USERNAME USERNAME USERNAME USERNAME _ https://t.co/UfbPKWk0wr,1
"@anapaularsstt sapatao tinha q ser né, meu sonho bjar a callie, agora sou arizona já posso realizá-lo","USERNAME sapatao tinha q ser né, meu sonho bjar a callie, agora sou arizona já posso realizá-lo",0
intervenção militar já!!! ninguém aguenta mais esses corruPTos!!!,intervenção militar já!!! ninguém aguenta mais esses corruPTos!!!,0
A luta continua #orgulhohetero !,A luta continua #orgulhohetero !,1
RT @TonhoDrinks: Se vc pensa em NÃO PRENDER BANDIDO por causa de crise presidiária é pq vc é um CRETINO FILHA DA PUTA que não pensa no trab _,RT USERNAME: Se vc pensa em NÃO PRENDER BANDIDO por causa de crise presidiária é pq vc é um CRETINO FILHA DA PUTA que não pensa no trab _,1
"É mta falta de uma louça, de umas roupas pra passar, de um chão de banheiro pra esfregar um pano https://t.co/VTif2nyuNo","É mta falta de uma louça, de umas roupas pra passar, de um chão de banheiro pra esfregar um pano https://t.co/VTif2nyuNo",1
Obrigado ao primeiro ministro da Austrália por falar a verdade sobre nossa educada conversa que a mídia de NOTÍCIAS FALSAS distorceu. Ótimo!,Obrigado ao primeiro ministro da Austrália por falar a verdade sobre nossa educada conversa que a mídia de NOTÍCIAS FALSAS distorceu. Ótimo!,0
"RT @AbrahoCavalcant: Retweeted MARISA LOBO (@marisa_lobo):
Comece seu apoio a este cinema que rejeitou #BelaEAFera , compartilhando e... h _","RT USERNAME: Retweeted MARISA LOBO (USERNAME): Comece seu apoio a este cinema que rejeitou #BelaEAFera , compartilhando e... h _",0
"Essa imagem é montagem coisa de comunista
http://t.co/l1HM4X23Df",Essa imagem é montagem coisa de comunista http://t.co/l1HM4X23Df,1
"#Urgente!!!! Recado claro dos esquerdopatas. 'A gente vai destruir tudo que você ama'
 Esses... https://t.co/itz9VoK7gN",#Urgente!!!! Recado claro dos esquerdopatas. 'A gente vai destruir tudo que você ama'  Esses... https://t.co/itz9VoK7gN,1
"@renatuuus Q fodas, hein amigo...","USERNAME Q fodas, hein amigo...",0
@gui_toscano Eu quero socar o cara que chamou a mulher de burra,USERNAME Eu quero socar o cara que chamou a mulher de burra,1
@belaaferaa aceitei pq sou uma sapatão sinistra,USERNAME aceitei pq sou uma sapatão sinistra,1
"RT @becsamorim: eu queria dedicar esse tweet à minha sapatonice
obrigada vida por ser sapatão
bjs",RT USERNAME: eu queria dedicar esse tweet à minha sapatonice obrigada vida por ser sapatão bjs,1
"meu deus quanta gente burra nesse mundo pqp, mulher que tem um pensamento desse vai passar a vida inteira lavando louça p macho","meu deus quanta gente burra nesse mundo pqp, mulher que tem um pensamento desse vai passar a vida inteira lavando louça p macho",1
@vanzkafka eu entendi que o cara é obrigado a querer por ter a cor de pele diferente...,USERNAME eu entendi que o cara é obrigado a querer por ter a cor de pele diferente...,0
20% de aumento na breja é d+ #ForaDilma,20% de aumento na breja é d+ #ForaDilma,1
"Parem de histeria...não ha nada demais de dizer que homem é homem e muher mulher. Pq a pessoa se sente diferente, n _ https://t.co/64D7Rm2rY7","Parem de histeria...não ha nada demais de dizer que homem é homem e muher mulher. Pq a pessoa se sente diferente, n _ https://t.co/64D7Rm2rY7",1
A miudagem formatada que aqui comenta e ofende não percebe que 'decadente' significa estar em queda. Quando se dest _ https://t.co/OUnGGSThE0,A miudagem formatada que aqui comenta e ofende não percebe que 'decadente' significa estar em queda. Quando se dest _ https://t.co/OUnGGSThE0,0
"RT @Desesquerdizada: Pro @MarceloFreixo socialismo é só de dia, enganando os trouxas que caem no discurso do @PSOLOficial. De noite é camar _","RT USERNAME: Pro USERNAME socialismo é só de dia, enganando os trouxas que caem no discurso do USERNAME. De noite é camar _",1
esse caviar tá  D E L I C I O S O  https://t.co/SYt9sPB0pz,esse caviar tá  D E L I C I O S O  https://t.co/SYt9sPB0pz,0
RT @catarinamatos: Feliz Dia Mundial da Rádio! https://t.co/xTnxtI55qW,RT USERNAME: Feliz Dia Mundial da Rádio! https://t.co/xTnxtI55qW,0
"Quando @realDonaldTrump, utilizou a expressão “You are fake news”, teve toda a razão! 
https://t.co/0iVPq1QvRp#PNR #Portugal","Quando USERNAME, utilizou a expressão “You are fake news”, teve toda a razão!  https://t.co/0iVPq1QvRp#PNR #Portugal",0
"eu sou gorda, meu cabelo não é bom, minha cara é bem feia","eu sou gorda, meu cabelo não é bom, minha cara é bem feia",1
"RT @rpsantos1970: Cúpula do @PNR reunida em #Cantanhede.
Organização interna: estratégia, dinamismo e preparação de acções a curto e médio _","RT USERNAME: Cúpula do USERNAME reunida em #Cantanhede. Organização interna: estratégia, dinamismo e preparação de acções a curto e médio _",0
ACTUALMENTE AQUELE RETARDADO QUE DEITOU NUMA BANHEIRA DE NUTELA #JOAQUINRESPONDE https://t.co/JdCLqC5zmY,ACTUALMENTE AQUELE RETARDADO QUE DEITOU NUMA BANHEIRA DE NUTELA #JOAQUINRESPONDE https://t.co/JdCLqC5zmY,1
"Aliás, qualquer reunião a base de violão é um local propicio para um massacre de serra elétrica!  E eu apoio.","Aliás, qualquer reunião a base de violão é um local propicio para um massacre de serra elétrica!  E eu apoio.",1
"@shybp_ NÃO, isso é racismo.","USERNAME NÃO, isso é racismo.",0
#NaoAceitamosRefugiados A Imprensa preocupa-se tanto com refugiados mas nao lembra os cristaos perseguidos e mortos no Oriente Medio,#NaoAceitamosRefugiados A Imprensa preocupa-se tanto com refugiados mas nao lembra os cristaos perseguidos e mortos no Oriente Medio,0
"Meigo! 
Nada como um bom e forte capitalismo de estado. https://t.co/EDfrSIPiZy",Meigo!  Nada como um bom e forte capitalismo de estado. https://t.co/EDfrSIPiZy,0
A grande questão aqui é por que há tantos furos ilegais vindo de Washington? Haverão estes furos quando eu negociar _ https://t.co/VWfbJSbcoR,A grande questão aqui é por que há tantos furos ilegais vindo de Washington? Haverão estes furos quando eu negociar _ https://t.co/VWfbJSbcoR,0
"#QuartaDetremuraSDV
Mas Deus foi tao bom cmg. Pq hj ela ta mó gorda e feia.",#QuartaDetremuraSDV Mas Deus foi tao bom cmg. Pq hj ela ta mó gorda e feia.,1
Portugal distingue-se “porque não tem nem vai ter campos de refugiados https://t.co/159WXrXztD,Portugal distingue-se “porque não tem nem vai ter campos de refugiados https://t.co/159WXrXztD,1
"O canalha e ditador @NicolasMaduro conseguiu destruir a Venezuela.
Venezuelanos fogem para Brasil e outros países d _ https://t.co/OnUMT25wZe",O canalha e ditador USERNAME conseguiu destruir a Venezuela. Venezuelanos fogem para Brasil e outros países d _ https://t.co/OnUMT25wZe,1
"RT @DaniloGentili: Quando João Kleber faz na Rede TV=Putaria, Mau Gosto, Baixaria
Quando fazem na Globo=Ousadia, Arte, Tapa na cada da soc _","RT USERNAME: Quando João Kleber faz na Rede TV=Putaria, Mau Gosto, Baixaria Quando fazem na Globo=Ousadia, Arte, Tapa na cada da soc _",0
-Mãe me da um biscoito? -Pegue você mesmo meu filho. -Mas eu não tenho braços!! -Sem braços sem biscoito!,-Mãe me da um biscoito? -Pegue você mesmo meu filho. -Mas eu não tenho braços!! -Sem braços sem biscoito!,0
"BOM DIA @pecesiqueira
MAS O SR. NÃO PRECISA ENCONTRAR JESUS
PRECISA ACHAR É UMA BOA CLÍNICA PSIQUIATRICA
BOA SORTE #PAZ",BOM DIA USERNAME MAS O SR. NÃO PRECISA ENCONTRAR JESUS PRECISA ACHAR É UMA BOA CLÍNICA PSIQUIATRICA BOA SORTE #PAZ,0
"RT @implicante_org: Enquanto Doria viaja em busca de investimentos, Suplicy quer visitar o Uruguai para isso | https://t.co/NWuURwK2Hs http _","RT USERNAME: Enquanto Doria viaja em busca de investimentos, Suplicy quer visitar o Uruguai para isso | https://t.co/NWuURwK2Hs http _",0
RT @implicante_org: Paraná Pesquisas: intenção de votos em Bolsonaro poderia ser ainda maior. Entenda. https://t.co/oZ6WsC37nYhttps://t.co _,RT USERNAME: Paraná Pesquisas: intenção de votos em Bolsonaro poderia ser ainda maior. Entenda. https://t.co/oZ6WsC37nYhttps://t.co _,0
@juancosta473 @YouTube Oxi.... hauhauha e o que tem a ver ? quer dizer que nao acontece isso mais ???,USERNAME USERNAME Oxi.... hauhauha e o que tem a ver ? quer dizer que nao acontece isso mais ???,1
"RT @direitafalando: já tava na hora de acabar com esse ciência sem fronteira
um bando de pobre indo viajar pra europa no mesmo avião que eu _",RT USERNAME: já tava na hora de acabar com esse ciência sem fronteira um bando de pobre indo viajar pra europa no mesmo avião que eu _,1
"@mariacpbruno esse não era bandido, para a Felgueiras, era meigo.","USERNAME esse não era bandido, para a Felgueiras, era meigo.",1
RT @Leandroow3: feliz dia do 'esse do meio é o acelerador?',RT USERNAME: feliz dia do 'esse do meio é o acelerador?',1
nao é pq o mito diz que mulher grávida tem que receber menos que ele é machista gente https://t.co/PQSwnv013j,nao é pq o mito diz que mulher grávida tem que receber menos que ele é machista gente https://t.co/PQSwnv013j,0
"RT @dobrodepessoa: Não acho ser o mais correto... mas também a nível em estamos, não podemos go back em relação a esse assunto! Isso é a re _","RT USERNAME: Não acho ser o mais correto... mas também a nível em estamos, não podemos go back em relação a esse assunto! Isso é a re _",0
"A @tvi  deu cobertura mediática ao bandido #Sócrates. Não têm emenda!
Miserável comunicação social!",A USERNAME  deu cobertura mediática ao bandido #Sócrates. Não têm emenda! Miserável comunicação social!,0
"Você me pergunta, porque defendo Março Marco Antonio Feliciano Eu vejo através das lentes de Cristo. Ele pode ter... https://t.co/LpdlxT1XyT","Você me pergunta, porque defendo Março Marco Antonio Feliciano Eu vejo através das lentes de Cristo. Ele pode ter... https://t.co/LpdlxT1XyT",0
@estudioi ter tempo pra cuidar da família é 'o grande problema' pra mulher ou pra qq pessoa que trabalha E tem filhos?,USERNAME ter tempo pra cuidar da família é 'o grande problema' pra mulher ou pra qq pessoa que trabalha E tem filhos?,0
RT @carlosgpinto: Ainda tinha piada o Carlos Alexandre e o Sócrates partilharem uma cela.,RT USERNAME: Ainda tinha piada o Carlos Alexandre e o Sócrates partilharem uma cela.,0
RT @ajulysantos: Levy Fidelix pode pagar 25 trilhões e o aparelho excretor vai continuar igual,RT USERNAME: Levy Fidelix pode pagar 25 trilhões e o aparelho excretor vai continuar igual,0
"o atentado em orlando nao tem nada a ver com os discursos preconceituosos do trump e do bolsonaro, a culpa é do estado islâmico!!!!","o atentado em orlando nao tem nada a ver com os discursos preconceituosos do trump e do bolsonaro, a culpa é do estado islâmico!!!!",1
"Muito bem! Não tem nada que se subjugar. É a coerência e firmeza de quem defende a Identidade.
Bravo, @MLP_officiel 
https://t.co/DyEVZS3Kb6","Muito bem! Não tem nada que se subjugar. É a coerência e firmeza de quem defende a Identidade. Bravo, USERNAME  https://t.co/DyEVZS3Kb6",0
"Hoje, bem sapatao pra aula de futebol e futsal","Hoje, bem sapatao pra aula de futebol e futsal",1
RT @Silvio_MKT: Esse vigarista sujo mantém um homem íntegro como @jairbolsonaro como réu de um crime que não cometeu e liberta um juiz que _,RT USERNAME: Esse vigarista sujo mantém um homem íntegro como USERNAME como réu de um crime que não cometeu e liberta um juiz que _,1
RT @profsandrag1: A PL 2516/15 propõe imigração em massa de refugiados islâmicos para o Brasil. NÃO QUEREMOS A SHARIA NO BRASIL @MichelTeme _,RT USERNAME: A PL 2516/15 propõe imigração em massa de refugiados islâmicos para o Brasil. NÃO QUEREMOS A SHARIA NO BRASIL USERNAME _,1
@bento__9 @aloaloads isso e racismo pos anoes pretos fufas gays e shemales simao,USERNAME USERNAME isso e racismo pos anoes pretos fufas gays e shemales simao,1
"Essa hora só tem puta e viado online, exceto eu","Essa hora só tem puta e viado online, exceto eu",1
RT @MidiaNINJA: Tá Lindo! Av. Rio Branco tomada pelas mulheres no Rio de Janeiro. #8M #DiaInternacionalDaMulher #DiaDaMulher https://t.co/F _,RT USERNAME: Tá Lindo! Av. Rio Branco tomada pelas mulheres no Rio de Janeiro. #8M #DiaInternacionalDaMulher #DiaDaMulher https://t.co/F _,0
Mano q mulher inteligente da porra eu tô me sentindo burra,Mano q mulher inteligente da porra eu tô me sentindo burra,1
gente a mulher maior cdf na cozinha ainda veio do texas formada #MasterChefBR,gente a mulher maior cdf na cozinha ainda veio do texas formada #MasterChefBR,1
"@StalinBurrinho @RachelSherazade Parabéns as mulheres de direita..que não roubam o país, a petrobras e os aposentad _ https://t.co/FJDVGjLsUV","USERNAME USERNAME Parabéns as mulheres de direita..que não roubam o país, a petrobras e os aposentad _ https://t.co/FJDVGjLsUV",1
RT @teresinhalopes: Cadê a caridade muçulmana? Emirados Árabes não recebem refugiados?,RT USERNAME: Cadê a caridade muçulmana? Emirados Árabes não recebem refugiados?,0
"RT @ghourmet: Este video foi a coisa mais idiota que vi em toda a minha vida, eu nem acredito que acham que o Islão é feminista LOL https:/ _","RT USERNAME: Este video foi a coisa mais idiota que vi em toda a minha vida, eu nem acredito que acham que o Islão é feminista LOL https:/ _",1
parabens hugo chavez pela sua morte,parabens hugo chavez pela sua morte,1
"O racismo da esquerda passando na sua tl. Esse pode, esse é politicamente correto, aí não tem protestos. Imagina se _ https://t.co/Yh5eBHEiN2","O racismo da esquerda passando na sua tl. Esse pode, esse é politicamente correto, aí não tem protestos. Imagina se _ https://t.co/Yh5eBHEiN2",0
"Porra, que lixo, que idiotas... o mundo está à deriva... https://t.co/TFnnrQlqzj","Porra, que lixo, que idiotas... o mundo está à deriva... https://t.co/TFnnrQlqzj",1
@Gordinho_crlh Assim que estiver fechado aviso,USERNAME Assim que estiver fechado aviso,0
"@clariissegarcia @CuriousCatMe de gorda tem msm não,mas feia....","USERNAME USERNAME de gorda tem msm não,mas feia....",1
Uma das coisas ruins do capitalismo foi ter dado a oportunidade de vc estar viva até hoje e desfrutar de uma rede c _ https://t.co/EvgwOSuANt,Uma das coisas ruins do capitalismo foi ter dado a oportunidade de vc estar viva até hoje e desfrutar de uma rede c _ https://t.co/EvgwOSuANt,1
"RT @miguelvinicu: @aninha_caraujo @sofiakalap @BiaMontezumaMF sua vida e babar o ovo da Bia , e a bia e feia e gorda !","RT USERNAME: USERNAME USERNAME USERNAME sua vida e babar o ovo da Bia , e a bia e feia e gorda !",1
@Johnnie_666 2a da esquerda pra direita,USERNAME 2a da esquerda pra direita,0
RT @_Renzzi: Mulher burra me da nojo!,RT USERNAME: Mulher burra me da nojo!,1
"Todo dia eu to bem sapatao sim, mas tem dias que eu me surpreendo","Todo dia eu to bem sapatao sim, mas tem dias que eu me surpreendo",1
RT @feministinho: #meuamigosecreto sou eu mesmo,RT USERNAME: #meuamigosecreto sou eu mesmo,0
"@simonlestrange ah é pq postaram
a foto sem a kat e a eme aí falaram que na vdd a imagem tinha que tá em branco pq sem q cassie nd existiria",USERNAME ah é pq postaram a foto sem a kat e a eme aí falaram que na vdd a imagem tinha que tá em branco pq sem q cassie nd existiria,0
"passando aqui só pra dizer que nao interessa se é puta, santinha, gorda, magra, feia ou bonita, se eu amar essa pessoa, pau no cu de todos","passando aqui só pra dizer que nao interessa se é puta, santinha, gorda, magra, feia ou bonita, se eu amar essa pessoa, pau no cu de todos",1
RT @newdoppelganger: @Estadao que legal esse proselitismo barato sobre muçulmanas. Vamos falar sobre mutilação vaginal também? Falta de dir _,RT USERNAME: USERNAME que legal esse proselitismo barato sobre muçulmanas. Vamos falar sobre mutilação vaginal também? Falta de dir _,0
A agência LiveAD São Paulo adquiriu 40 exemplares do livro MeuAmigoSecreto: Feminismo além das redes para... https://t.co/DleQjLxvym,A agência LiveAD São Paulo adquiriu 40 exemplares do livro MeuAmigoSecreto: Feminismo além das redes para... https://t.co/DleQjLxvym,0
RT @XerequinhaC: Burra é a mulher que vira piranha pra provocar ex..,RT USERNAME: Burra é a mulher que vira piranha pra provocar ex..,1
Homem que é homem troca o pênis por 1 fígado a mais.,Homem que é homem troca o pênis por 1 fígado a mais.,1
"Não da pra aguentar conviver com um fã de Legião Urbana!!!!! Na duvida, fuja.","Não da pra aguentar conviver com um fã de Legião Urbana!!!!! Na duvida, fuja.",1
"Cara... sério... o que dizer disso?? 
Vamos nos 'expressar' então e queimar a sede dessa revista! https://t.co/KCuVwRNUEl",Cara... sério... o que dizer disso??  Vamos nos 'expressar' então e queimar a sede dessa revista! https://t.co/KCuVwRNUEl,1
RT @falloneil: bicho me senti muito burra só ouvindo essa mulher falar #MasterChefBR,RT USERNAME: bicho me senti muito burra só ouvindo essa mulher falar #MasterChefBR,1
Mas previdência não é coisa de quem trabalha?  https://t.co/3qZoXQqTfw,Mas previdência não é coisa de quem trabalha?  https://t.co/3qZoXQqTfw,0
"RT @BlogDoPim: Depois que Justiça sequestrou cobertura de R$ 1,5 mi ocupada por Lula, aposto que lulistas cogitaram fazer vaquinha para pag _","RT USERNAME: Depois que Justiça sequestrou cobertura de R$ 1,5 mi ocupada por Lula, aposto que lulistas cogitaram fazer vaquinha para pag _",1
Receberei hoje o PM Canadense Trudeau e um grupo de empreendedoras pra discutir mulheres no ambiente corporativo. _ https://t.co/xINpB5o7Op,Receberei hoje o PM Canadense Trudeau e um grupo de empreendedoras pra discutir mulheres no ambiente corporativo. _ https://t.co/xINpB5o7Op,0
"@5gu não sou tua miga
E daí que são de 2013? Preconceito não é opinião pra mudar conforme o tempo passa. É algo puro e simples! Gordofóbico",USERNAME não sou tua miga E daí que são de 2013? Preconceito não é opinião pra mudar conforme o tempo passa. É algo puro e simples! Gordofóbico,1
@filhadolula eu lutei mas ai ela raspou a cabeça e ta mto sapatão isso ta acabando cmg...........,USERNAME eu lutei mas ai ela raspou a cabeça e ta mto sapatão isso ta acabando cmg...........,1
RT @knotcamacho: @HumorNegroo Mas não seria muito incômodo?,RT USERNAME: USERNAME Mas não seria muito incômodo?,0
"A avaliar pela quantidade de malta conhecida que morreu em 2016, o 'In Memoriam' deste ano é coisa para durar umas 9 horitas na boa
#Oscars","A avaliar pela quantidade de malta conhecida que morreu em 2016, o 'In Memoriam' deste ano é coisa para durar umas 9 horitas na boa #Oscars",1
"@Tunorsa eu quis dizer que tem mulher que é burra, a outra que dá valor, a que é trouxa e etc","USERNAME eu quis dizer que tem mulher que é burra, a outra que dá valor, a que é trouxa e etc",1
bebe cana pura e não faz careta.,bebe cana pura e não faz careta.,0
sou um ser homossexual que só quer se dar com heteros porque as fufas ficam a lamber os dedos cheio de batata na minha frente.,sou um ser homossexual que só quer se dar com heteros porque as fufas ficam a lamber os dedos cheio de batata na minha frente.,1
"A professora de E.F escreveu meu nome errado, que mulher burra","A professora de E.F escreveu meu nome errado, que mulher burra",1
@JornalOGlobo Fala que era da era Obama!!!!!  Jornalismo canalha!!!!!,USERNAME Fala que era da era Obama!!!!!  Jornalismo canalha!!!!!,1
"@marck2036 @g1 Não tem lei no ocidente q obrigue mulher a usar véu, burca, esses panos todos, ela não é obrigada. Cada um q diga o q quiser.","USERNAME USERNAME Não tem lei no ocidente q obrigue mulher a usar véu, burca, esses panos todos, ela não é obrigada. Cada um q diga o q quiser.",0
nao vem me culpar agora nao tenho nada a ver com isso votei no aécio,nao vem me culpar agora nao tenho nada a ver com isso votei no aécio,0
A mulher mais burra do brasil,A mulher mais burra do brasil,1
"CALMA CACHORRO, ELA AINDA NÃO VIROU RAÇÃO
#PAZ https://t.co/ma4r3DOJpi","CALMA CACHORRO, ELA AINDA NÃO VIROU RAÇÃO #PAZ https://t.co/ma4r3DOJpi",0
RT @dilmabr: Quero dar minha solidariedade ao povo do Rio e apoio ao Sergio Cabral. Estamos juntos nesse enfrentamento com o crime organiza _,RT USERNAME: Quero dar minha solidariedade ao povo do Rio e apoio ao Sergio Cabral. Estamos juntos nesse enfrentamento com o crime organiza _,0
GENTE QUE ACREDITA EM DUENDES KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK VOCÊS SÃO MTO TROUXAS DUENDES MENTEM MUITO,GENTE QUE ACREDITA EM DUENDES KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK VOCÊS SÃO MTO TROUXAS DUENDES MENTEM MUITO,1
"Oi, vc é sapatão, só n sabe ainda.. mas é","Oi, vc é sapatão, só n sabe ainda.. mas é",1
"Ser amante de homi fodido é ser burra duas vezes! - Pepita, Mulher","Ser amante de homi fodido é ser burra duas vezes! - Pepita, Mulher",1
"Em Amstedã, prefeito também é muçulmano.
Ao contrário de Londres, já fez críticas aos refugiados que não adaptam as _ https://t.co/HfY84YSwji","Em Amstedã, prefeito também é muçulmano. Ao contrário de Londres, já fez críticas aos refugiados que não adaptam as _ https://t.co/HfY84YSwji",1
@thiviecos @PastorMalafaia Voce ta lendo muito catraca livre amigo. Não vi Cristo dizendo que as crianças de 6 anos pode mudar de sexo nao,USERNAME USERNAME Voce ta lendo muito catraca livre amigo. Não vi Cristo dizendo que as crianças de 6 anos pode mudar de sexo nao,1
Deus tem uma mensagem pra vc https://t.co/3cjLRQ00VB,Deus tem uma mensagem pra vc https://t.co/3cjLRQ00VB,0
"@josybreda 
Como 'mãe médica sexóloga' você devia entender o nó que uma criatura trans-bizarra dessa faz na cabeça de uma criança.",USERNAME  Como 'mãe médica sexóloga' você devia entender o nó que uma criatura trans-bizarra dessa faz na cabeça de uma criança.,1
Olha ae a oportunidade q vc queria: ganhar o respeito do 'tico'. Imperdível! https://t.co/AkKrQsEo72,Olha ae a oportunidade q vc queria: ganhar o respeito do 'tico'. Imperdível! https://t.co/AkKrQsEo72,0
"Existem pessoas que ainda jogam ao 'Perguntados' em 2017.
E ainda se admiram que o mundo vá acabar hoje",Existem pessoas que ainda jogam ao 'Perguntados' em 2017. E ainda se admiram que o mundo vá acabar hoje,0
"Fisco deixou sair 10 mil milhões p/ offshores sem qq controlo, mas se o meu pai transferir p/ mim 5 mil o Banco de Portugal é logo alertado!","Fisco deixou sair 10 mil milhões p/ offshores sem qq controlo, mas se o meu pai transferir p/ mim 5 mil o Banco de Portugal é logo alertado!",1
"@amora_inlove Gosto não, acho ela bonita nao, nem nada nao... huahahaauahauhau","USERNAME Gosto não, acho ela bonita nao, nem nada nao... huahahaauahauhau",0
odeio gente que fala que so pq a iggy eh branca ela n pode cantar rap mano QUE,odeio gente que fala que so pq a iggy eh branca ela n pode cantar rap mano QUE,1
Guilherme Boulos preso. Aprendeu (ou achou) com o chefe Lula que ele estaria acima das leis. Se ferrou. Agora senta e chora!,Guilherme Boulos preso. Aprendeu (ou achou) com o chefe Lula que ele estaria acima das leis. Se ferrou. Agora senta e chora!,0
O FACEBOOK CAIU VAMO VOLTAR PRO ORKUT GALERAAA,O FACEBOOK CAIU VAMO VOLTAR PRO ORKUT GALERAAA,0
"25 de julho: Dia Internacional da Mulher Negra Latino Americana e Caribenha...
Então hoje é o dia só da mulher branca?
#DiadaMulher",25 de julho: Dia Internacional da Mulher Negra Latino Americana e Caribenha... Então hoje é o dia só da mulher branca? #DiadaMulher,1
O CDS avisou Centeno das 'consequências penais' de mentir ao Parlamento. Mas está algum ex-deputado do CDS preso?!...,O CDS avisou Centeno das 'consequências penais' de mentir ao Parlamento. Mas está algum ex-deputado do CDS preso?!...,1
FICA TRANQUILO IRMÃO VÁRIAS DAS MINHAS TRANZAS JÁ ACABAM COM CHORO E ZOAÇÃO FAZ PARTE @JOAQUINRESPONDE https://t.co/yGwTy17tSJ,FICA TRANQUILO IRMÃO VÁRIAS DAS MINHAS TRANZAS JÁ ACABAM COM CHORO E ZOAÇÃO FAZ PARTE USERNAME https://t.co/yGwTy17tSJ,0
"puta e folgada ainda, ta achando q sou ela q gosta de dar pros cara e pagar de sapatao","puta e folgada ainda, ta achando q sou ela q gosta de dar pros cara e pagar de sapatao",1
"Caindo na Real: Feminista 'descobrindo' o  feminismo
Confuso, não Emma? 
Feminazi tá cagando pra liberdade, querem _ https://t.co/PYPG25jlEb","Caindo na Real: Feminista 'descobrindo' o  feminismo Confuso, não Emma?  Feminazi tá cagando pra liberdade, querem _ https://t.co/PYPG25jlEb",0
A sorte do Fernando Pessoa foi o @RCOSTA_EXPRESSO ainda não ter nascido. Conseguem imaginar os heterónimos a serem denunciados no twitter?..,A sorte do Fernando Pessoa foi o USERNAME ainda não ter nascido. Conseguem imaginar os heterónimos a serem denunciados no twitter?..,0
"RT @Silvio_MKT: Ninguém cruza com esses LIXOS nas ruas, nos aeroportos, em restaurantes? Não é possível, eles tem que receber o que merecem _","RT USERNAME: Ninguém cruza com esses LIXOS nas ruas, nos aeroportos, em restaurantes? Não é possível, eles tem que receber o que merecem _",1
nao tava entrando no twitter pq eu estava perdendo tempo vivendo #V1D4L0K4,nao tava entrando no twitter pq eu estava perdendo tempo vivendo #V1D4L0K4,0
"Convidado da Manhã na Renascença
Portugal distingue-se “porque não tem nem vai ter campos de refugiados https://t.co/mLSZcQCS5U",Convidado da Manhã na Renascença Portugal distingue-se “porque não tem nem vai ter campos de refugiados https://t.co/mLSZcQCS5U,0
Cáritas Lisboa tem 2M euros no banco há 10 anos. Se tivessem confiado no Espírito Santo já não o tinham. Podem ser beatos mas não são parvos,Cáritas Lisboa tem 2M euros no banco há 10 anos. Se tivessem confiado no Espírito Santo já não o tinham. Podem ser beatos mas não são parvos,0
@editoraboitempo problema com o site? Não estou conseguindo acessar =/,USERNAME problema com o site? Não estou conseguindo acessar =/,0
"Meninas, cheguem-se à frente, ele merece.
E têm já uma hipótese dia 31 no 'Popular' em Alvalade e a partir de dia 4 _ https://t.co/Rmn3mcLJvr","Meninas, cheguem-se à frente, ele merece. E têm já uma hipótese dia 31 no 'Popular' em Alvalade e a partir de dia 4 _ https://t.co/Rmn3mcLJvr",0
"@catarina_mart 
Então hoje debateram o 'PNR'?
Será que finalmente acabou o boicote e a censura ao meu partido?
@govpt @antoniocostapm",USERNAME  Então hoje debateram o 'PNR'? Será que finalmente acabou o boicote e a censura ao meu partido? USERNAME USERNAME,1
"Um retardado se mata de beber, aí depois tentam proibir todo o resto de beber tb https://t.co/dpqIA5INQq","Um retardado se mata de beber, aí depois tentam proibir todo o resto de beber tb https://t.co/dpqIA5INQq",1
o PMDB que sempre esteve ao lado da democracia,o PMDB que sempre esteve ao lado da democracia,0
AMore @JuhSavignon Ajuda a divulgar: O primeiro livro da @melaineribeiro 'A ESCRITORA E O MUSICO' www.aescritoraeomusico.blogspot.com,AMore USERNAME Ajuda a divulgar: O primeiro livro da USERNAME 'A ESCRITORA E O MUSICO' www.aescritoraeomusico.blogspot.com,0
TÃO LAMENTÁVEL QUANDO SUA PHOTO SÉLFI NA ACADEMIA EVIDENCIANDO A MUSCULATURA VAI CRIAR VERGONHA RAPAZ _ https://t.co/DAscgN4SQb,TÃO LAMENTÁVEL QUANDO SUA PHOTO SÉLFI NA ACADEMIA EVIDENCIANDO A MUSCULATURA VAI CRIAR VERGONHA RAPAZ _ https://t.co/DAscgN4SQb,1
